   0   8   8
     7  0.19129E+01
    1   -1    1
    1   -1 -0.778997617E+00  0.728864758E-01 -0.520417043E-16  0.867361738E-17
    1    0  0.867361738E-16  0.277555756E-16 -0.100613962E-15 -0.693889390E-17
    1    1 -0.423685281E-05  0.549825024E-05 -0.520417043E-17 -0.693889390E-16
    1   -1    2
    1   -1 -0.138777878E-16 -0.381639165E-16 -0.619804679E+00  0.401522035E+00
    1    0 -0.346944695E-17  0.173472348E-16 -0.208166817E-16  0.173472348E-16
    1    1 -0.104083409E-16  0.104083409E-16 -0.184923309E-06  0.182621177E-06
    1    0    1
    1   -1  0.138777878E-16 -0.693889390E-17 -0.346944695E-17 -0.208166817E-16
    1    0 -0.711154357E+00  0.452261651E+00  0.000000000E+00  0.000000000E+00
    1    1  0.000000000E+00  0.104083409E-16 -0.277555756E-16 -0.312250226E-16
    1    0    2
    1   -1  0.277555756E-16  0.173472348E-17  0.346944695E-16  0.173472348E-17
    1    0  0.416333634E-16  0.242861287E-16 -0.981782144E+00 -0.109241051E+00
    1    1  0.346944695E-17 -0.555111512E-16  0.173472348E-16 -0.312250226E-16
    1    1    1
    1   -1 -0.423685281E-05  0.549825024E-05  0.693889390E-17 -0.277555756E-16
    1    0 -0.277555756E-16  0.867361738E-17 -0.971445147E-16 -0.116226473E-15
    1    1 -0.778997617E+00  0.728864758E-01  0.312250226E-16 -0.346944695E-17
    1    1    2
    1   -1 -0.867361738E-17 -0.173472348E-16 -0.184923309E-06  0.182621177E-06
    1    0 -0.693889390E-17  0.104083409E-16 -0.381639165E-16 -0.104083409E-16
    1    1 -0.208166817E-16 -0.416333634E-16 -0.619804679E+00  0.401522035E+00
    1  0.343022785E+01 -0.356907271E-06  0.147614919E+01
    2  0.925148740E+00 -0.605420521E-05  0.405159783E+00
    3  0.925148740E+00 -0.605420521E-05  0.405159783E+00
    4  0.925139213E+00 -0.676642482E-05  0.405162260E+00
    5  0.925139213E+00 -0.676642482E-05  0.405162260E+00
    6  0.925139213E+00 -0.676642482E-05  0.405162260E+00
    7  0.925139213E+00 -0.676642482E-05  0.405162260E+00
    2   -2    1
    1   -1 -0.693889390E-17  0.693889390E-16  0.485722573E-16  0.416333634E-16
    1    0 -0.372965547E-16  0.398986399E-16  0.106820776E-05 -0.311795449E-06
    1    1  0.000000000E+00  0.000000000E+00  0.173472348E-16 -0.520417043E-17
    2   -2 -0.833017354E+00  0.362921752E+00 -0.693889390E-16  0.520417043E-16
    2   -1 -0.140946282E-16  0.105438661E-16 -0.292192485E-16  0.125496401E-16
    2    0 -0.845065335E-06  0.596320158E-07  0.104083409E-16  0.138777878E-16
    2    1  0.346944695E-17  0.216840434E-18  0.596311195E-17 -0.195156391E-17
    2    2 -0.131973605E-05 -0.102601027E-05  0.104083409E-16  0.000000000E+00
    2   -2    2
    1   -1  0.346944695E-16  0.277555756E-16  0.346944695E-16 -0.555111512E-16
    1    0  0.279336331E-06 -0.160605797E-05 -0.104083409E-16  0.277555756E-16
    1    1  0.693889390E-17  0.346944695E-16  0.277555756E-16 -0.416333634E-16
    2   -2 -0.138777878E-16  0.138777878E-16 -0.438527008E+00  0.472126620E+00
    2   -1 -0.346944695E-17 -0.286229374E-16 -0.208166817E-16  0.954097912E-17
    2    0 -0.173472348E-17  0.433680869E-17 -0.555361232E-06  0.479347178E-06
    2    1 -0.173472348E-16  0.104083409E-16  0.346944695E-17 -0.173472348E-16
    2    2  0.286229374E-16  0.104083409E-16  0.430035292E-06 -0.327950032E-08
    2   -1    1
    1   -1 -0.867361738E-17  0.104083409E-16  0.726503744E-01  0.251587275E+00
    1    0 -0.520417043E-17  0.277555756E-16  0.190819582E-16  0.208166817E-16
    1    1 -0.693889390E-17 -0.520417043E-17  0.895688096E-07 -0.404615629E-06
    2   -2 -0.260208521E-17  0.182145965E-16  0.867361738E-18  0.138777878E-16
    2   -1 -0.179805462E+00  0.277204390E+00  0.520417043E-17 -0.693889390E-17
    2    0 -0.487890978E-18  0.260208521E-17  0.298155597E-17  0.000000000E+00
    2    1 -0.632939425E-06  0.363740636E-06  0.346944695E-17 -0.693889390E-17
    2    2  0.477048956E-17 -0.173472348E-16  0.112757026E-16 -0.520417043E-17
    2   -1    2
    1   -1 -0.241018935E+00  0.323836677E+00 -0.346944695E-17 -0.156125113E-16
    1    0  0.433680869E-18 -0.277555756E-16 -0.650521303E-17 -0.111022302E-15
    1    1  0.762989678E-05 -0.868316142E-06 -0.138777878E-16  0.693889390E-17
    2   -2 -0.346944695E-17  0.624500451E-16  0.173472348E-16  0.693889390E-17
    2   -1  0.693889390E-17 -0.277555756E-16 -0.491056332E+00  0.288395024E+00
    2    0 -0.104083409E-16  0.138777878E-16  0.867361738E-17  0.121430643E-16
    2    1  0.138777878E-16  0.346944695E-16 -0.722887103E-05 -0.421123893E-05
    2    2 -0.329597460E-16 -0.208166817E-16 -0.867361738E-17  0.000000000E+00
    2    0    1
    1   -1 -0.693889390E-17  0.173472348E-16 -0.693889390E-17  0.000000000E+00
    1    0  0.796938889E-19  0.177620741E-17 -0.532290062E-17  0.383890717E-17
    1    1 -0.173472348E-16 -0.208166817E-16  0.104083409E-16 -0.693889390E-17
    2   -2 -0.103243105E-05 -0.136700061E-07  0.693889390E-17  0.000000000E+00
    2   -1 -0.580048162E-17  0.173472348E-17 -0.666784336E-17  0.151788304E-17
    2    0 -0.996791428E-01  0.296703721E+00 -0.867361738E-18 -0.346944695E-17
    2    1 -0.195156391E-17  0.205998413E-17 -0.151788304E-17  0.683047369E-17
    2    2 -0.103243105E-05 -0.136700061E-07 -0.346944695E-17 -0.260208521E-17
    2    0    2
    1   -1 -0.173472348E-17 -0.867361738E-18 -0.867361738E-17  0.867361738E-18
    1    0 -0.201044594E-18 -0.618161998E-18  0.124574062E-17 -0.249341353E-17
    1    1  0.173472348E-17  0.173472348E-17 -0.173472348E-17 -0.346944695E-17
    2   -2 -0.260208521E-17  0.173472348E-17 -0.525472253E-06  0.526241669E-06
    2   -1 -0.130104261E-17 -0.130104261E-17 -0.433680869E-18 -0.433680869E-18
    2    0  0.108420217E-17  0.000000000E+00 -0.183204475E-01  0.132951755E+00
    2    1  0.130104261E-17  0.173472348E-17  0.130104261E-17  0.867361738E-18
    2    2  0.173472348E-17  0.433680869E-17 -0.525472253E-06  0.526241669E-06
    2    1    1
    1   -1  0.000000000E+00 -0.303576608E-17 -0.895688096E-07  0.404615629E-06
    1    0  0.000000000E+00  0.173472348E-17 -0.693889390E-17  0.190819582E-16
    1    1 -0.156125113E-16 -0.346944695E-17 -0.726503744E-01 -0.251587275E+00
    2   -2 -0.650521303E-17  0.173472348E-17  0.520417043E-17  0.780625564E-17
    2   -1 -0.632939425E-06  0.363740636E-06 -0.138777878E-16 -0.346944695E-17
    2    0  0.346944695E-17 -0.195156391E-17 -0.173472348E-17 -0.498732999E-17
    2    1 -0.179805462E+00  0.277204390E+00 -0.520417043E-17  0.104083409E-16
    2    2 -0.104083409E-16 -0.173472348E-17  0.607153217E-17  0.000000000E+00
    2    1    2
    1   -1 -0.762989678E-05  0.868316142E-06  0.000000000E+00  0.520417043E-17
    1    0 -0.138777878E-16 -0.208166817E-16 -0.693889390E-16  0.104083409E-15
    1    1  0.241018935E+00 -0.323836677E+00  0.138777878E-16 -0.520417043E-17
    2   -2  0.121430643E-16 -0.693889390E-17  0.329597460E-16 -0.138777878E-16
    2   -1  0.000000000E+00  0.693889390E-17 -0.722887103E-05 -0.421123893E-05
    2    0  0.173472348E-17  0.398986399E-16  0.693889390E-17  0.954097912E-17
    2    1 -0.138777878E-16  0.104083409E-16 -0.491056332E+00  0.288395024E+00
    2    2  0.693889390E-17 -0.693889390E-17 -0.208166817E-16  0.138777878E-16
    2    2    1
    1   -1 -0.381639165E-16  0.867361738E-17  0.693889390E-17  0.225514052E-16
    1    0 -0.104083409E-16 -0.312250226E-16 -0.106820776E-05  0.311795449E-06
    1    1  0.138777878E-16  0.138777878E-16 -0.832667268E-16  0.138777878E-16
    2   -2 -0.131973605E-05 -0.102601027E-05  0.104083409E-16  0.242861287E-16
    2   -1  0.964939934E-17  0.737257477E-17 -0.151788304E-17  0.303576608E-17
    2    0 -0.845065335E-06  0.596320158E-07  0.112757026E-16  0.138777878E-16
    2    1 -0.145825192E-16 -0.612574227E-17 -0.753520510E-17  0.340439482E-16
    2    2 -0.833017354E+00  0.362921752E+00 -0.138777878E-16  0.693889390E-17
    2    2    2
    1   -1  0.242861287E-16  0.173472348E-16 -0.693889390E-17 -0.138777878E-16
    1    0 -0.279336331E-06  0.160605797E-05  0.242861287E-16  0.693889390E-17
    1    1 -0.416333634E-16 -0.138777878E-16  0.000000000E+00 -0.693889390E-17
    2   -2  0.381639165E-16  0.121430643E-16  0.430035292E-06 -0.327950027E-08
    2   -1  0.104083409E-16 -0.104083409E-16  0.346944695E-17  0.416333634E-16
    2    0 -0.867361738E-17 -0.867361738E-17 -0.555361232E-06  0.479347178E-06
    2    1  0.121430643E-16 -0.346944695E-17  0.156125113E-16  0.242861287E-16
    2    2  0.693889390E-17  0.138777878E-16 -0.438527008E+00  0.472126620E+00
    1  0.293449760E+00 -0.345778086E-04  0.517336749E+00
    2  0.128535755E+01  0.438662653E-04  0.874743235E+00
    3  0.128535755E+01  0.438662653E-04  0.874743235E+00
    4  0.128536474E+01  0.431451361E-04  0.874745668E+00
    5  0.128536474E+01  0.431451361E-04  0.874745668E+00
    6  0.128536474E+01  0.431451361E-04  0.874745668E+00
    7  0.128536474E+01  0.431451361E-04  0.874745668E+00
    3   -3    1
    1   -1 -0.100943016E-05 -0.174101306E-05 -0.277555756E-16  0.000000000E+00
    1    0 -0.138777878E-16 -0.780625564E-17 -0.128369537E-15  0.971445147E-16
    1    1  0.135888286E-05  0.152167439E-05  0.156125113E-16  0.104083409E-16
    2   -2 -0.346944695E-16  0.138777878E-16  0.416333634E-16  0.000000000E+00
